id,department,address_type,input_address,fixed_address,address,po_box,city,state,zip_code,geocode_results,latitude,longitude,google_formatted_address
2384,New Britain Police Department,Street Address,"125 Columbus Boulevard  New Britain, CT 6051","125 Columbus Boulevard New Britain, CT 6051",125 Columbus Boulevard,,New Britain,CT,06051,ROOFTOP,41.6671547,-72.7774009,"125 Columbus Blvd, New Britain, CT 06051, USA"
2385,New Canaan Police Department,Street Address,"174 South Avenue  New Canaan, CT 6840","174 South Avenue New Canaan, CT 6840",174 South Avenue,,New Canaan,CT,06840,ROOFTOP,41.1411576,-73.49078899999999,"174 South Ave, New Canaan, CT 06840, USA"
2387,New Haven Police Department,Street Address,"One Union Avenue  New Haven, CT 6519","One Union Avenue New Haven, CT 6519",One Union Avenue,,New Haven,CT,06519,ROOFTOP,41.3000459,-72.9252284,"1 Union Ave, New Haven, CT 06519, USA"
2389,New London Police Department,Street Address,"5 Governor Winthrop Boulevard  New London, CT 6320","5 Governor Winthrop Boulevard New London, CT 6320",5 Governor Winthrop Boulevard,,New London,CT,06320,RANGE_INTERPOLATED,41.3566104,-72.09604039999999,"5 Governor Winthrop Blvd, New London, CT 06320, USA"
2390,New Milford Police Department,PO Box,"Box 419  New Milford, CT 6776","Box 419 New Milford, CT 6776",,Box 419,New Milford,CT,06776,ZIP CODE,41.60132,-73.422832,
2391,Newington Police Department,Street Address,"131 Cedar Street  Newington, CT 6111","131 Cedar Street Newington, CT 6111",131 Cedar Street,,Newington,CT,06111,ROOFTOP,41.696705,-72.7299547,"131 Cedar St, Newington, CT 06111, USA"
2392,Newtown Police Department,Street Address,"3 Main Street  Newtown, CT 6470","3 Main Street Newtown, CT 6470",3 Main Street,,Newtown,CT,06470,ROOFTOP,41.409274,-73.306148,"Town Hall South, 3 Main St, Newtown, CT 06470, USA"
2393,North Branford Police Department,PO Box,"P.O. Box 287  North Branford, CT 6471","P.O. Box 287 North Branford, CT 6471",,P.O. Box 287,North Branford,CT,06471,GEOMETRIC_CENTER,41.3322682,-72.76886019999999,"North St, North Branford, CT 06471, USA"
2394,North Haven Police Department,Street Address,"8 Linsley Street  North Haven, CT 6473","8 Linsley Street North Haven, CT 6473",8 Linsley Street,,North Haven,CT,06473,RANGE_INTERPOLATED,41.387107,-72.8619877,"8 Linsley St, North Haven, CT 06473, USA"
2395,Norwalk Police Department,Street Address,"One Monroe Street  Norwalk, CT 6854","One Monroe Street Norwalk, CT 6854",One Monroe Street,,Norwalk,CT,06854,ROOFTOP,41.0966951,-73.41960329999999,"1 Monroe St, Norwalk, CT 06854, USA"
2396,Norwich Police Department,Street Address,"70 Thames Street  Norwich, CT 6360","70 Thames Street Norwich, CT 6360",70 Thames Street,,Norwich,CT,06360,ROOFTOP,41.5216615,-72.0810886,"70 Thames St, Norwich, CT 06360, USA"
2398,Old Saybrook Police Department,Street Address,"225 Main Street  Old Saybrook, CT 6475","225 Main Street Old Saybrook, CT 6475",225 Old Main Street,,Saybrook,CT,06475,ROOFTOP,41.290299,-72.376656,"225 Main St, Old Saybrook, CT 06475, USA"
2399,Orange Police Department,PO Box,"P.O. Box 617  Orange, CT 6477","P.O. Box 617 Orange, CT 6477",,P.O. Box 617,Orange,CT,06477,RANGE_INTERPOLATED,38.7322309,-77.0864112,"6477 Orange Ct, Alexandria, VA 22309, USA"
2401,Plainfield Police Department,Street Address,"210 Norwich Road  Plainfield, CT 6374","210 Norwich Road Plainfield, CT 6374",210 Norwich Road,,Plainfield,CT,06374,ROOFTOP,41.7052419,-71.9046441,"210 Norwich Rd, Plainfield, CT 06374, USA"
2402,Plainville Police Department,Street Address,"19 Neal Court  Plainville, CT 6062","19 Neal Court Plainville, CT 6062",19 Neal Court,,Plainville,CT,06062,ROOFTOP,41.672864,-72.86590989999999,"19 Neal Ct, Plainville, CT 06062, USA"
2403,Plymouth Police Department,PO Box,"P.O. Box 34  Terryville, CT 6786","P.O. Box 34 Terryville, CT 6786",,P.O. Box 34,Terryville,CT,06786,RANGE_INTERPOLATED,35.1487076,-101.9125152,"6786 Terryville Dr, Amarillo, TX 79109, USA"
2404,Portland Police Department,Street Address,"265 Main Street  Portland, CT 6480","265 Main Street Portland, CT 6480",265 Main Street,,Portland,CT,06480,ROOFTOP,41.5752189,-72.63848949999999,"265 Main St, Portland, CT 06480, USA"
2405,Prospect Police Department,Street Address,"8 Center Street, Town Hall  Prospect, CT 6712","8 Center Street, Town Hall Prospect, CT 6712",8 Center Street,,Town Hall Prospect,CT,06712,ZIP CODE,41.499247,-72.975634,
2406,Putnam Police Department,Street Address,"189 Church Street  Putnam, CT 6260","189 Church Street Putnam, CT 6260",189 Church Street,,Putnam,CT,06260,RANGE_INTERPOLATED,41.9210192,-71.910384,"189 Church St, Putnam, CT 06260, USA"
2407,Redding Police Department,Street Address,"96 Hill Road  Redding, CT 6896","96 Hill Road Redding, CT 6896",96 Hill Road,,Redding,CT,06896,ROOFTOP,41.3041456,-73.38234659999999,"96 Hill Rd, Redding, CT 06896, USA"
2408,Ridgefield Police Department,Street Address,"76 East Ridge Road  Ridgefield, CT 6877","76 East Ridge Road Ridgefield, CT 6877",76 East Ridge Road,,Ridgefield,CT,06877,RANGE_INTERPOLATED,41.2808706,-73.49390079999999,"76 E Ridge Rd, Ridgefield, CT 06877, USA"
2409,Rocky Hill Police Department,Street Address,"699 Old Main Street  Rocky Hill, CT 6067","699 Old Main Street Rocky Hill, CT 6067",699 Old Main Street,,Rocky Hill,CT,06067,ROOFTOP,41.6681575,-72.63770210000001,"699 Old Main St, Rocky Hill, CT 06067, USA"
2411,Seymour Police Department,Street Address,"11 Franklin Street  Seymour, CT 6483","11 Franklin Street Seymour, CT 6483",11 Franklin Street,,Seymour,CT,06483,ROOFTOP,41.3973996,-73.0754931,"11 Franklin St, Seymour, CT 06483, USA"
2412,Shelton Police Department,Street Address,"85 Wheeler Street  Shelton, CT 6484","85 Wheeler Street Shelton, CT 6484",85 Wheeler Street,,Shelton,CT,06484,ROOFTOP,41.3199173,-73.1142351,"85 Wheeler St, Shelton, CT 06484, USA"
2413,Simsbury Police Department,PO Box,"P.O. Box 495  Simsbury, CT 6070","P.O. Box 495 Simsbury, CT 6070",,P.O. Box 495,Simsbury,CT,06070,RANGE_INTERPOLATED,41.3295529,-81.43141380000002,"6070 Simsbury Ct, Twinsburg, OH 44087, USA"
2416,South Windsor Police Department,Street Address,"151 Sand Hill Road  South Windsor, CT 6074","151 Sand Hill Road South Windsor, CT 6074",151 Sand Hill Road,,South Windsor,CT,06074,ROOFTOP,41.8361989,-72.55196269999999,"151 Sand Hill Rd, South Windsor, CT 06074, USA"
2417,Southbury Police Department,Street Address,"421 Main Street  Southbury, CT 6488","421 Main Street Southbury, CT 6488",421 Main Street,,Southbury,CT,06488,ROOFTOP,41.4703976,-73.2236818,"421 Main St S, Southbury, CT 06488, USA"
2419,Southington Police Department,Street Address,"69 Lazy Lane  Southington, CT 6489","69 Lazy Lane Southington, CT 6489",69 Lazy Lane,,Southington,CT,06489,ROOFTOP,41.6223331,-72.8761857,"69 Lazy Ln, Southington, CT 06489, USA"
2421,Stamford Police Department,Street Address,"805 Bedford Street  Stamford, CT 6901","805 Bedford Street Stamford, CT 6901",805 Bedford Street,,Stamford,CT,06901,RANGE_INTERPOLATED,41.0606312,-73.537551,"805 Bedford St, Stamford, CT 06901, USA"
2422,Stonington Police Department,Street Address,"173 South Broad Street  Pawcatuck, CT 6379","173 South Broad Street Pawcatuck, CT 6379",173 South Broad Street,,Pawcatuck,CT,06379,ROOFTOP,41.3686177,-71.86219179999999,"173 S Broad St, Pawcatuck, CT 06379, USA"
2423,Stratford Police Department,Street Address,"900 Longbrook Avenue  Stratford, CT 6614","900 Longbrook Avenue Stratford, CT 6614",900 Longbrook Avenue,,Stratford,CT,06614,ROOFTOP,41.2007619,-73.12901049999999,"900 Longbrook Ave, Stratford, CT 06614, USA"
2424,Suffield Police Department,Street Address,"911 Mountain Road  Suffield, CT 6078","911 Mountain Road Suffield, CT 6078",911 Mountain Road,,Suffield,CT,06078,ROOFTOP,41.9846028,-72.6852609,"911 Mountain Rd, Suffield, CT 06078, USA"
2425,Thomaston Police Department,Street Address,"158 Main Street  Thomaston, CT 6787","158 Main Street Thomaston, CT 6787",158 Main Street,,Thomaston,CT,06787,ROOFTOP,41.6729227,-73.07543000000001,"158 Main St, Thomaston, CT 06787, USA"
2426,Torrington Police Department,Street Address,"576 Main Street  Torrington, CT 6790","576 Main Street Torrington, CT 6790",576 Main Street,,Torrington,CT,06790,ROOFTOP,41.8121505,-73.120496,"576 Main St, Torrington, CT 06790, USA"
2427,Trumbull Police Department,Street Address,"158 Edison Road  Trumbull, CT 6611","158 Edison Road Trumbull, CT 6611",158 Edison Road,,Trumbull,CT,06611,ROOFTOP,41.2344785,-73.2185609,"158 Edison Rd, Trumbull, CT 06611, USA"
2430,Vernon Police Department,Street Address,"725 Hartford Turnpike  Vernon, CT 6066","725 Hartford Turnpike Vernon, CT 6066",725 Hartford Turnpike,,Vernon,CT,06066,ROOFTOP,41.8396093,-72.4652517,"725 Hartford Turnpike, Vernon, CT 06066, USA"
2431,Wallingford Police Department,Street Address,"135 North Main Street  Wallingford, CT 6492","135 North Main Street Wallingford, CT 6492",135 North Main Street,,Wallingford,CT,06492,ROOFTOP,41.4556891,-72.8164561,"135 N Main St, Wallingford, CT 06492, USA"
2434,Waterbury Police Department,Street Address,"255 East Main Street  Waterbury, CT 6702","255 East Main Street Waterbury, CT 6702",255 East Main Street,,Waterbury,CT,06702,ROOFTOP,41.5549677,-73.036232,"255 E Main St, Waterbury, CT 06702, USA"
2435,Waterford Police Department,Street Address,"41 Avery Lane  Waterford, CT 6385","41 Avery Lane Waterford, CT 6385",41 Avery Lane,,Waterford,CT,06385,ROOFTOP,41.3443587,-72.1350216,"41 Avery Ln, Waterford, CT 06385, USA"
2436,Watertown Police Department,Street Address,"195 French Street  Watertown, CT 6795","195 French Street Watertown, CT 6795",195 French Street,,Watertown,CT,06795,ROOFTOP,41.5984409,-73.10635549999999,"195 French St, Watertown, CT 06795, USA"
2437,West Hartford Police Department,Street Address,"103 Raymond Road  West Hartford, CT 6107","103 Raymond Road West Hartford, CT 6107",103 Raymond Road,,West Hartford,CT,06107,ROOFTOP,41.758852,-72.7395669,"103 Raymond Rd, West Hartford, CT 06107, USA"
2438,West Haven Police Department,Street Address,"200 Saw Mill Road  West Haven, CT 6516","200 Saw Mill Road West Haven, CT 6516",200 Saw Mill Road,,West Haven,CT,06516,ROOFTOP,41.2733639,-72.96450039999999,"200 Saw Mill Rd, West Haven, CT 06516, USA"
2440,Weston Police Department,PO Box,"P.O. Box 1182  Weston, CT 6883","P.O. Box 1182 Weston, CT 6883",,P.O. Box 1182,Weston,CT,06883,APPROXIMATE,41.2009294,-73.3806748,"Weston, CT 06883, USA"
2441,Westport Police Department,Street Address,"50 Jesup Road  Westport, CT 6880","50 Jesup Road Westport, CT 6880",50 Jesup Road,,Westport,CT,06880,ROOFTOP,41.1399955,-73.3600142,"50 Jesup Rd, Westport, CT 06880, USA"
2442,Wethersfield Police Department,Street Address,"250 Silas Deane Highway  Wethersfield, CT 6109","250 Silas Deane Highway Wethersfield, CT 6109",250 Silas Deane Highway,,Wethersfield,CT,06109,ROOFTOP,41.7203593,-72.666504,"250 Silas Deane Hwy, Wethersfield, CT 06109, USA"
2443,Willimantic Police Department,PO Box,"P.O. Box 5  Willimantic, CT 6226","P.O. Box 5 Willimantic, CT 6226",,P.O. Box 5,Willimantic,CT,06226,GEOMETRIC_CENTER,36.7924877,-76.1444092,"Willimantic Ct, Virginia Beach, VA 23456, USA"
2444,Wilton Police Department,Street Address,"240 Danbury Road  Wilton, CT 6897","240 Danbury Road Wilton, CT 6897",240 Danbury Road,,Wilton,CT,06897,RANGE_INTERPOLATED,41.1887744,-73.42577829999999,"240 Danbury Rd, Wilton, CT 06897, USA"
2446,Windsor Locks Police Department,Street Address,"4 Volunteer Drive  Windsor Locks, CT 6096","4 Volunteer Drive Windsor Locks, CT 6096",4 Volunteer Drive,,Windsor Locks,CT,06096,ROOFTOP,41.9274152,-72.6470184,"4 Volunteer Dr, Windsor Locks, CT 06096, USA"
2447,Windsor Police Department,Street Address,"340 Bloomfield Avenue  Windsor, CT 6095","340 Bloomfield Avenue Windsor, CT 6095",340 Bloomfield Avenue,,Windsor,CT,06095,ROOFTOP,41.8521539,-72.66051689999999,"340 Bloomfield Ave, Windsor, CT 06095, USA"
2448,Wolcott Police Department,Street Address,"225 Nichols Road  Wolcott, CT 6716","225 Nichols Road Wolcott, CT 6716",225 Nichols Road,,Wolcott,CT,06716,ROOFTOP,41.5790922,-72.9815763,"225 Nichols Rd, Wolcott, CT 06716, USA"
2449,Woodbridge Police Department,Street Address,"4 Meeting House Lane  Woodbridge, CT 6525","4 Meeting House Lane Woodbridge, CT 6525",4 Meeting House Lane,,Woodbridge,CT,06525,ROOFTOP,41.3536924,-73.0126263,"4 Meetinghouse Ln, Woodbridge, CT 06525, USA"
2450,Woodbury Police Department,Street Address,"271 Main Street South  Woodbury, CT 6798","271 Main Street South Woodbury, CT 6798",271 Main Street,,South Woodbury,CT,06798,RANGE_INTERPOLATED,41.5422404,-73.208424,"271 Main St S, Woodbury, CT 06798, USA"
2455,Honolulu Police Department,Street Address,"801 South Beretania Street  Honolulu, HI 96813","801 South Beretania Street Honolulu, HI 96813",801 South Beretania Street,,Honolulu,HI,96813,ROOFTOP,21.303974,-157.8515687,"801 S Beretania St, Honolulu, HI 96813, USA"
2456,Kauai Police Department,Street Address,"3990 Kaana St., Suite 200  Lihue, HI 96766","3990 Kaana St., Suite 200 Lihue, HI 96766",3990 Kaana St. Suite 200,,Lihue,HI,96766,ROOFTOP,21.9769753,-159.3550876,"3990 Kaana St #200, Lihue, HI 96766, USA"
2457,Absentee Shawnee Tribal Police Of Oklahoma,Street Address,"2025 S. Gordon Cooper Dr.  Shawnee, OK 74801","2025 S. Gordon Cooper Dr. Shawnee, OK 74801",2025 S. Gordon Cooper Dr.,,Shawnee,OK,74801,RANGE_INTERPOLATED,35.2768958,-96.9302908,"2025 S Gordon Cooper Dr, Shawnee, OK 74801, USA"
2458,Achille Police Department,PO Box,"P. O. Box 190  Achille, OK 74720","P. O. Box 190 Achille, OK 74720",,P. O. Box 190,Achille,OK,74720,APPROXIMATE,33.8339891,-96.3911,"Achille, OK 74720, USA"
2459,Ada Police Department,Street Address,"231 S. Townsend  Ada, OK 74820","231 S. Townsend Ada, OK 74820",231 S. Townsend,,Ada,OK,74820,ROOFTOP,34.7726667,-96.68060679999999,"231 S Townsend Ave, Ada, OK 74820, USA"
2460,Adair County Sheriff's Office,Street Address,"600 Paul Mead Rd  Stilwell, OK 74960","600 Paul Mead Rd Stilwell, OK 74960",600 Paul Mead Rd,,Stilwell,OK,74960,APPROXIMATE,35.8076529,-94.6245928,"600 Paul Mead Rd, Stilwell, OK 74960, USA"
2461,Adair Police Department,PO Box,"P. O. Box 198  Adair, OK 74330","P. O. Box 198 Adair, OK 74330",,P. O. Box 198,Adair,OK,74330,APPROXIMATE,36.4367575,-95.2713584,"Adair, OK 74330, USA"
2463,Alex Police Department,PO Box,"P. O. Box 27  Alex, OK 73002","P. O. Box 27 Alex, OK 73002",,P. O. Box 27,Alex,OK,73002,APPROXIMATE,34.9147921,-97.7786493,"Alex, OK 73002, USA"
2464,Alfalfa County Sheriff's Office,Street Address,"Courthouse, 300 S Grand  Cherokee, OK 73728","Courthouse, 300 S Grand Cherokee, OK 73728",300 S Grand,,Cherokee,OK,73728,APPROXIMATE,36.7552109,-98.3566429,"300 S Grand Ave, Cherokee, OK 73728, USA"
2465,Allen Police Department,PO Box,"P. O. Box 402  Allen, OK 74825","P. O. Box 402 Allen, OK 74825",,P. O. Box 402,Allen,OK,74825,APPROXIMATE,34.8789766,-96.41250749999999,"Allen, OK 74825, USA"
2466,Altus Police Department,Street Address,"121 N. Grady  Altus, OK 73521","121 N. Grady Altus, OK 73521",121 N. Grady,,Altus,OK,73521,RANGE_INTERPOLATED,34.6380718,-99.332591,"121 N Grady St, Altus, OK 73521, USA"
2468,Alva Police Department,Street Address,"415 4Th Street  Alva, OK 73717","415 4Th Street Alva, OK 73717",415 4Th Street,,Alva,OK,73717,ROOFTOP,36.804524,-98.6639215,"415 4th St, Alva, OK 73717, USA"
2470,Anadarko Police Department,Street Address,"201 N E First St  Anadarko, OK 73005","201 N E First St Anadarko, OK 73005",201 N E First St,,Anadarko,OK,73005,RANGE_INTERPOLATED,35.0760761,-98.2436857,"201 N 1st St, Anadarko, OK 73005, USA"
2471,Antlers Police Department,Street Address,"100 S. E. 2Nd Street  Antlers, OK 74523","100 S. E. 2Nd Street Antlers, OK 74523",100 S. E. 2Nd Street,,Antlers,OK,74523,RANGE_INTERPOLATED,34.2302835,-95.6203213,"100 SE 2nd St, Antlers, OK 74523, USA"
2472,Apache Police Department,PO Box,"P. O. Box 390  Apache, OK 73006","P. O. Box 390 Apache, OK 73006",,P. O. Box 390,Apache,OK,73006,APPROXIMATE,34.8936766,-98.3658875,"Apache, OK 73006, USA"
2473,Arcadia Police Department,PO Box,"P. O. Box 268  Arcadia, OK 73007","P. O. Box 268 Arcadia, OK 73007",,P. O. Box 268,Arcadia,OK,73007,APPROXIMATE,35.6667233,-97.32670250000001,"Arcadia, OK 73007, USA"
2474,Ardmore Police Department,PO Box,"P. O. Box 1413  Ardmore, OK 73402","P. O. Box 1413 Ardmore, OK 73402",,P. O. Box 1413,Ardmore,OK,73402,APPROXIMATE,34.1742611,-97.14362539999999,"Ardmore, OK 73402, USA"
2475,Arkoma Police Department,PO Box,"P. O. Box 277  Arkoma, OK 74901","P. O. Box 277 Arkoma, OK 74901",,P. O. Box 277,Arkoma,OK,74901,APPROXIMATE,35.3545364,-94.4341043,"Arkoma, OK 74901, USA"
2476,Arnett Police Department,PO Box,"P. O. Box 344219 E Renfrow Arnett, OK 73832","P. O. Box 344219 E Renfrow Arnett, OK 73832",,P. O. Box 344219,E Renfrow Arnett,OK,73832,GEOMETRIC_CENTER,36.1348539,-99.7680853,"Renfrow Ave, Arnett, OK 73832, USA"
2477,Asher Police Department,PO Box,"P. O. Box 308  Asher, OK 74826","P. O. Box 308 Asher, OK 74826",,P. O. Box 308,Asher,OK,74826,APPROXIMATE,34.9895233,-96.92363220000001,"Asher, OK 74826, USA"
2478,Atoka County Sheriff's Office,Street Address,"200 E Court St Ste 102ECounty Courthouse Atoka, OK 74525","200 E Court St Ste 102ECounty Courthouse Atoka, OK 74525",200 E Court St Ste 102ECounty,,Courthouse Atoka,OK,74525,ZIP CODE,34.336039,-96.068096,
2479,Atoka Police Department,PO Box,"Post Office Box 900  Atoka, OK 74525","Post Office Box 900 Atoka, OK 74525",,Post Office Box 900,Atoka,OK,74525,APPROXIMATE,34.3850573,-96.124591,"401 East Court Street, Atoka, Oklahoma 74525, United States"
2481,Bartlesville Police Department,Street Address,"100 E. Hensley  Bartlesville, OK 74003","100 E. Hensley Bartlesville, OK 74003",100 E. Hensley,,Bartlesville,OK,74003,RANGE_INTERPOLATED,36.7531306,-95.9768663,"100 E Hensley Blvd, Bartlesville, OK 74003, USA"
2482,Beaver County Sheriff's Office,PO Box,"P.O. Box 687  Beaver, OK 73932","P.O. Box 687 Beaver, OK 73932",,P.O. Box 687,Beaver,OK,73932,APPROXIMATE,36.81613710000001,-100.5198713,"Beaver, OK 73932, USA"
2483,Beaver Police Department,PO Box,"P. O. Box 698  Beaver, OK 73932","P. O. Box 698 Beaver, OK 73932",,P. O. Box 698,Beaver,OK,73932,APPROXIMATE,36.81613710000001,-100.5198713,"Beaver, OK 73932, USA"
2484,Beckham County Sheriff's Office,Street Address,"108 S. 3Rd St  Sayre, OK 73662","108 S. 3Rd St Sayre, OK 73662",108 S. 3Rd St,,Sayre,OK,73662,ROOFTOP,35.2905204,-99.63651300000001,"108 S 3rd St, Sayre, OK 73662, USA"
2485,Beggs Police Department,PO Box,"P. O. Box 567  Beggs, OK 74421","P. O. Box 567 Beggs, OK 74421",,P. O. Box 567,Beggs,OK,74421,APPROXIMATE,35.7425976,-96.0702731,"Beggs, OK, USA"
2487,Bennington Police Department,PO Box,"P. O. Box 6  Bennington, OK 74723","P. O. Box 6 Bennington, OK 74723",,P. O. Box 6,Bennington,OK,74723,APPROXIMATE,34.0045412,-96.0377597,"Bennington, OK 74723, USA"
2488,Bethany Police Department,PO Box,"P. O. Box 1340  Bethany, OK 73008","P. O. Box 1340 Bethany, OK 73008",,P. O. Box 1340,Bethany,OK,73008,APPROXIMATE,35.5186678,-97.63226390000001,"Bethany, OK, USA"
2489,Big Cabin Police Department,PO Box,"P. O. Box 146  Big Cabin, OK","P. O. Box 146 Big Cabin, OK",,P. O. Box 146,Big Cabin,OK,,APPROXIMATE,36.5378651,-95.221358,"Big Cabin, OK, USA"
2490,Binger Police Department,PO Box,"P. O. Box 481  Binger, OK 73009","P. O. Box 481 Binger, OK 73009",,P. O. Box 481,Binger,OK,73009,APPROXIMATE,35.3089454,-98.3420014,"Binger, OK 73009, USA"
2491,Bixby Police Department,PO Box,"P. O. Box 70  Bixby, OK 74008","P. O. Box 70 Bixby, OK 74008",,P. O. Box 70,Bixby,OK,74008,APPROXIMATE,35.9420431,-95.88332349999999,"Bixby, OK, USA"
2492,Blackwell Police Department,Review Parsed Data,"P.O. Box 604224 W BLACKWELL AVENUE Blackwell, OK 74631","P.O. Box 604224 W BLACKWELL AVENUE Blackwell, OK 74631",W BLACKWELL AVENUE,P.O. Box 604224,Blackwell,OK,74631,GEOMETRIC_CENTER,36.8042339,-97.29574559999999,"W Blackwell Ave, Blackwell, OK 74631, USA"
2493,Blaine County Sheriff's Office,Street Address,"205 N Burford Ave  Watonga, OK 73772","205 N Burford Ave Watonga, OK 73772",205 N Burford Ave,,Watonga,OK,73772,RANGE_INTERPOLATED,35.8455223,-98.4106492,"205 N Burford Ave, Watonga, OK 73772, USA"
2494,Blair Police Department,PO Box,"P. O. Box 458  Blair, OK 73526","P. O. Box 458 Blair, OK 73526",,P. O. Box 458,Blair,OK,73526,APPROXIMATE,34.7795085,-99.3353635,"Blair, OK 73526, USA"
2495,Blanchard Police Department,PO Box,"P. O. Box 480  Blanchard, OK 73010","P. O. Box 480 Blanchard, OK 73010",,P. O. Box 480,Blanchard,OK,73010,APPROXIMATE,35.1378441,-97.6580935,"Blanchard, OK, USA"
2496,Boise City Police Department,PO Box,"P. O. Box 129  Boise City, OK 73933","P. O. Box 129 Boise City, OK 73933",,P. O. Box 129,Boise City,OK,73933,APPROXIMATE,36.7294675,-102.5132419,"Boise City, OK 73933, USA"
2497,Bokchito Police Department,PO Box,"Box 174  Bokchito, OK 74726","Box 174 Bokchito, OK 74726",,Box 174,Bokchito,OK,74726,ZIP CODE,33.941237,-96.174339,
2498,Bokoshe Police Department,PO Box,"P. O. Box 10  Bokoshe, OK 74930","P. O. Box 10 Bokoshe, OK 74930",,P. O. Box 10,Bokoshe,OK,74930,APPROXIMATE,35.1864861,-94.7857829,"Bokoshe, OK 74930, USA"
2499,Boley Police Department,PO Box,"P. O. Box 158  Boley, OK 74829","P. O. Box 158 Boley, OK 74829",,P. O. Box 158,Boley,OK,74829,APPROXIMATE,35.4934062,-96.48362209999999,"Boley, OK 74829, USA"
2500,Boswell Police Department,PO Box,"P. O. Box 478  Boswell, OK 74727","P. O. Box 478 Boswell, OK 74727",,P. O. Box 478,Boswell,OK,74727,APPROXIMATE,34.0273209,-95.8691422,"Boswell, OK 74727, USA"
2501,Braggs Police Department,PO Box,"P. O. Box 149  Braggs, OK 74423","P. O. Box 149 Braggs, OK 74423",,P. O. Box 149,Braggs,OK,74423,APPROXIMATE,35.6634306,-95.1980169,"Braggs, OK, USA"
2502,Bristow Police Department,Street Address,"110 West 7th Avenue  Bristow, OK 74010","110 West 7th Avenue Bristow, OK 74010",110 West 7th Avenue,,Bristow,OK,74010,RANGE_INTERPOLATED,35.8338428,-96.3912302,"110 W 7th Ave, Bristow, OK 74010, USA"
2503,Broken Arrow Police Department,PO Box,"P. O. Box 610  Broken Arrow, OK 74012","P. O. Box 610 Broken Arrow, OK 74012",,P. O. Box 610,Broken Arrow,OK,74012,APPROXIMATE,36.05826630000001,-95.7932008,"Broken Arrow, OK 74012, USA"
2504,Broken Bow Police Department,Street Address,"215 N. Main  Broken Bow, OK 74728","215 N. Main Broken Bow, OK 74728",215 N. Main Broken,,Bow,OK,74728,RANGE_INTERPOLATED,34.0288059,-94.737073,"215 N Main St, Broken Bow, OK 74728, USA"
2505,Bryan County Sheriff's Office,Street Address,"402 W Evergreen StLaw Enforcement Center Durant, OK 74701","402 W Evergreen StLaw Enforcement Center Durant, OK 74701",402 W Evergreen,,StLaw Enforcement Center Durant,OK,74701,ZIP CODE,34.006822,-96.378921,
2506,Burns Flat Police Department,PO Box,"P. O. Box 410  Burns Flat, OK 73624","P. O. Box 410 Burns Flat, OK 73624",,P. O. Box 410,Burns Flat,OK,73624,APPROXIMATE,35.3519297,-99.1789819,"Burns Flat, OK 73624, USA"
2507,Butler Police Department,Street Address,"105 North Main  Butler, OK 73625","105 North Main Butler, OK 73625",105 North Main,,Butler,OK,73625,ROOFTOP,35.6370262,-99.1867226,"105 Main Ave, Butler, OK 73625, USA"
2508,Cache Police Department,PO Box,"P. O. Box 588  Cache, OK 73527","P. O. Box 588 Cache, OK 73527",,P. O. Box 588,Cache,OK,73527,APPROXIMATE,34.6295165,-98.6286741,"Cache, OK 73527, USA"
2510,Caddo Police Department,PO Box,"P. O. Box 105  Caddo, OK 74729","P. O. Box 105 Caddo, OK 74729",,P. O. Box 105,Caddo,OK,74729,APPROXIMATE,34.1267595,-96.26332289999999,"Caddo, OK 74729, USA"
2511,Calera Police Department,Street Address,"112 West Main  Calera, OK 74730","112 West Main Calera, OK 74730",112 West Main,,Calera,OK,74730,ROOFTOP,33.9345632,-96.4286668,"112 W Main St, Calera, OK 74730, USA"
2512,Calumet Police Department,PO Box,"P. O. Box 190  Calumet, OK 73014","P. O. Box 190 Calumet, OK 73014",,P. O. Box 190,Calumet,OK,73014,APPROXIMATE,35.6011602,-98.11866649999999,"Calumet, OK 73014, USA"
2515,Canadian County Sheriff's Office,Street Address,"208 W Rogers St  El Reno, OK 73036","208 W Rogers St El Reno, OK 73036",208 W Rogers St,,El Reno,OK,73036,ROOFTOP,35.535231,-97.9553339,"208 W Rogers St, El Reno, OK 73036, USA"
2516,Caney Police Department,PO Box,"P. O. Box 85  Caney, OK 74533","P. O. Box 85 Caney, OK 74533",,P. O. Box 85,Caney,OK,74533,APPROXIMATE,34.2323125,-96.2141563,"Caney, OK, USA"
2517,Canton Police Department,PO Box,"P. O. Box 504  Canton, OK 73724","P. O. Box 504 Canton, OK 73724",,P. O. Box 504,Canton,OK,73724,APPROXIMATE,36.0536511,-98.5884164,"Canton, OK 73724, USA"
2519,Carnegie Police Department,PO Box,"P. O. Box 19  Carnegie, OK 73015","P. O. Box 19 Carnegie, OK 73015",,P. O. Box 19,Carnegie,OK,73015,APPROXIMATE,35.1036699,-98.6036735,"Carnegie, OK 73015, USA"
2520,Carney Police Department,Street Address,"202 N. MAIN ST  Carney, OK 74832","202 N. MAIN ST Carney, OK 74832",202 N. MAIN ST,,Carney,OK,74832,ROOFTOP,35.806166,-97.01217299999999,"202 S Main St, Carney, OK 74832, USA"
2521,Carter County Sheriff's Office,Street Address,"100 S Washington St  Ardmore, OK 73401","100 S Washington St Ardmore, OK 73401",100 S Washington St,,Ardmore,OK,73401,ROOFTOP,34.1705751,-97.1286614,"100 S Washington St, Ardmore, OK 73401, USA"
